Age,Gender,Weight,Height,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration,Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake,Workout_Frequency,Experience_Level,BMI,rep_count,avg_depth_score,avg_form_score,tempo_consistency,stability_score,left_right_asymmetry,fatigue_slope,range_of_motion,knee_valgus_risk,back_angle_risk,movement_quality_score,readiness_score,injury_risk_score,strength_potential_score,endurance_potential_score
58.0,,59.0,1.78,166.0,144.0,74.0,1.47,1152.0,Strength,28.9,3.4,5.0,Intermediate,22.67,17,0.6925,0.7891,0.7134,0.7795,0.122,0.2412,0.6959,0.1626,0.2425,0.6923,0.6767,0.185,0.7479,0.6357
20.0,Male,57.1,1.66,168.0,146.0,74.0,1.17,1040.0,Cardio,24.6,3.5,2.0,Intermediate,17.57,16,0.7186,0.8171,0.6257,0.7703,0.2936,0.1812,0.7214,0.1917,0.174,0.6837,0.6704,0.2115,0.6869,0.4652
43.0,Male,68.8,1.79,188.0,122.0,73.0,1.56,350.0,Hiit,23.4,1.5,4.0,Beginner,14.27,17,0.6414,0.6103,0.4066,0.63,0.4362,0.4633,0.5638,0.354,0.446,0.5041,0.4201,0.4138,0.5466,0.4577
55.0,Female,98.6,1.6,197.0,167.0,74.0,1.16,802.0,Hiit,22.1,2.9,4.0,Intermediate,14.29,20,0.8263,0.5786,0.7486,0.8223,0.1371,0.4107,0.7039,0.1755,0.3149,0.6657,0.5898,0.2584,0.6615,0.4959
36.0,Male,45.8,1.59,177.0,126.0,74.0,0.92,1221.0,Strength,32.9,3.0,3.0,Advanced,30.03,23,0.7879,0.8183,0.8923,0.7731,0.1244,0.1257,0.7238,0.1832,0.1108,0.7596,0.7286,0.146,0.7662,0.4809
53.0,Female,47.5,1.66,166.0,156.0,55.0,1.1,1766.0,Hiit,22.5,1.6,3.0,Beginner,32.14,18,0.6896,0.6127,0.6314,0.5787,0.3552,0.5403,0.531,0.4203,0.3607,0.5427,0.4748,0.4158,0.5183,0.4101
52.0,Male,88.0,1.87,180.0,128.0,74.0,1.44,1058.0,Strength,32.2,1.7,4.0,Intermediate,27.54,19,0.6102,0.8369,0.6281,0.7818,0.228,0.2956,0.6704,0.2101,0.2702,0.6621,0.5937,0.236,0.703,0.5231
43.0,Male,76.3,1.66,188.0,164.0,58.0,0.84,606.0,Strength,25.7,1.8,3.0,Beginner,28.19,10,0.6073,0.5696,0.6431,0.3809,0.4077,0.525,0.4981,0.4642,0.464,0.4743,0.4408,0.4588,0.4456,0.3617
31.0,Female,85.9,1.7,162.0,143.0,56.0,2.0,1455.0,Yoga,28.0,3.3,3.0,Advanced,12.78,29,0.9322,0.7916,0.8503,0.9475,0.1997,0.1754,0.8194,0.143,0.261,0.8092,0.7934,0.1879,0.8565,0.6895
28.0,Male,93.7,1.77,192.0,142.0,57.0,1.45,1230.0,Cardio,14.8,3.6,2.0,Intermediate,23.62,24,0.6439,0.8061,0.824,0.7387,0.2171,0.3164,0.6487,0.2474,0.294,0.6848,0.7077,0.2553,0.6703,0.5112
26.0,Male,83.6,1.79,171.0,128.0,72.0,0.7,1247.0,Strength,25.4,3.2,3.0,Beginner,27.91,12,0.5007,0.524,0.7163,0.5382,0.2323,0.3694,0.4791,0.3166,0.352,0.4978,0.4874,0.3273,0.4624,0.3653
36.0,,77.6,1.6,183.0,165.0,72.0,0.66,1208.0,Cardio,25.6,1.7,3.0,Beginner,12.44,8,0.6221,0.6675,0.6399,0.4174,0.3275,0.6243,0.6018,0.3695,0.3806,0.523,0.4109,0.4079,0.4626,0.3012
28.0,,44.7,1.68,166.0,160.0,62.0,0.99,1672.0,Yoga,28.6,1.5,2.0,Advanced,17.59,25,0.8098,0.8691,0.7621,0.8528,0.0803,0.1621,0.7777,0.1222,0.1518,0.7764,0.7303,0.125,0.7651,0.4666
40.0,Male,79.9,1.51,175.0,169.0,64.0,1.44,1277.0,Yoga,26.2,1.5,5.0,Advanced,14.09,27,0.8341,0.8833,0.8827,0.9549,0.1227,0.3315,0.8056,0.107,0.1747,0.8177,0.7226,0.167,0.8549,0.6362
45.0,Female,70.2,1.82,167.0,139.0,67.0,1.32,953.0,Strength,10.0,1.5,4.0,Intermediate,13.6,15,0.842,0.7703,0.6875,0.7987,0.2243,0.2516,0.7432,0.2092,0.2822,0.7147,0.6317,0.2345,0.7474,0.5401
40.0,Female,44.2,1.7,161.0,160.0,64.0,1.71,979.0,Yoga,23.7,3.4,3.0,Intermediate,24.1,19,0.752,0.875,0.6425,0.7231,0.0932,0.2685,0.7433,0.1361,0.2998,0.7114,0.6975,0.1753,0.739,0.6087
49.0,Male,90.6,1.78,181.0,130.0,63.0,1.27,1002.0,Strength,28.2,2.3,3.0,Intermediate,15.66,19,0.7243,0.7439,0.7107,0.7254,0.1846,0.2965,0.7298,0.2218,0.2889,0.6733,0.6302,0.2409,0.6739,0.4822
40.0,Female,56.8,1.54,166.0,167.0,71.0,1.06,1225.0,Yoga,27.6,1.7,4.0,Beginner,12.32,16,0.5235,0.5846,0.6387,0.6124,0.3453,0.4889,0.547,0.3389,0.352,0.5141,0.4331,0.3801,0.5063,0.4469
51.0,Female,48.7,1.5,168.0,140.0,58.0,0.93,1108.0,Cardio,27.3,3.2,2.0,Intermediate,12.32,19,0.8519,0.8072,0.6113,0.7048,0.3127,0.3986,0.7527,0.302,0.2691,0.6849,0.6422,0.3081,0.6543,0.3796
41.0,Female,72.3,1.66,165.0,142.0,74.0,1.4,758.0,Cardio,25.6,3.6,4.0,Beginner,23.85,19,0.5848,0.7223,0.4002,0.4612,0.3316,0.3181,0.598,0.3717,0.3926,0.5102,0.5113,0.3447,0.5599,0.5168
43.0,Female,68.0,1.78,183.0,120.0,58.0,2.0,1030.0,Hiit,22.8,1.5,4.0,Intermediate,17.25,24,0.6998,0.7256,0.7277,0.845,0.2597,0.4747,0.7205,0.2405,0.38,0.6734,0.6042,0.3165,0.7054,0.599
44.0,Male,46.7,1.81,191.0,132.0,58.0,1.45,1113.0,Cardio,10.0,3.5,4.0,Advanced,23.21,33,0.7896,0.9142,0.8442,0.9134,0.1037,0.2852,0.7989,0.1149,0.2224,0.8057,0.804,0.1594,0.8323,0.6
30.0,Male,59.4,1.87,190.0,122.0,50.0,1.77,1337.0,Yoga,25.5,2.8,4.0,Beginner,23.2,13,0.71,0.6229,0.5747,0.7305,0.3284,0.6811,0.6785,0.2968,0.5088,0.579,0.5392,0.4214,0.5753,0.517
18.0,Female,75.9,1.7,183.0,151.0,51.0,1.01,1289.0,Hiit,30.1,3.2,2.0,Beginner,24.94,8,0.4227,0.4982,0.5727,0.6411,0.3042,0.4828,0.4373,0.2901,0.4216,0.4526,0.4941,0.3731,0.412,0.3674
47.0,Female,45.1,1.73,193.0,152.0,57.0,1.25,918.0,,29.7,2.8,3.0,Advanced,14.58,28,0.8885,0.8792,0.7849,0.7708,0.1588,0.1308,0.7951,0.1433,0.1309,0.7832,0.772,0.1406,0.8116,0.5479
25.0,Female,64.6,1.51,194.0,127.0,55.0,1.4,1155.0,Cardio,26.9,3.5,2.0,Advanced,17.74,31,0.8059,0.9691,0.8848,0.9668,0.1657,0.2424,0.8291,0.114,0.1327,0.8432,0.8373,0.1471,0.83,0.5233
18.0,Female,68.7,1.6,163.0,135.0,61.0,1.05,367.0,Yoga,23.1,3.6,3.0,Beginner,33.26,8,0.6547,0.4868,0.4301,0.4181,0.4318,0.3804,0.4652,0.5275,0.4508,0.4308,0.4449,0.4612,0.4491,0.3987
45.0,Female,61.1,1.74,171.0,164.0,69.0,1.16,1019.0,Yoga,19.6,2.8,3.0,Beginner,16.37,12,0.5967,0.7199,0.4133,0.5765,0.4703,0.4752,0.6373,0.3903,0.359,0.5236,0.4789,0.4116,0.5229,0.4136
47.0,Female,70.1,1.71,199.0,139.0,74.0,1.15,1238.0,Cardio,25.1,2.5,4.0,Beginner,19.95,9,0.6394,0.4711,0.4501,0.5287,0.1816,0.3116,0.5246,0.2445,0.4133,0.4725,0.4532,0.296,0.5018,0.4465
28.0,Male,50.3,1.81,176.0,156.0,70.0,1.46,1143.0,Strength,31.8,1.9,3.0,Beginner,26.47,17,0.4321,0.5108,0.4755,0.6757,0.2311,0.5222,0.446,0.2769,0.4802,0.4502,0.4037,0.3662,0.4488,0.4374
28.0,Male,59.9,1.7,169.0,163.0,65.0,1.26,1474.0,Yoga,11.7,2.9,4.0,Beginner,33.85,17,0.4762,0.642,0.5488,0.4512,0.3672,0.7181,0.4222,0.5574,0.5017,0.4477,0.3889,0.5137,0.4446,0.4277
41.0,Male,52.8,1.68,192.0,132.0,59.0,1.47,1709.0,Cardio,29.6,3.5,4.0,Beginner,12.32,13,0.5237,0.4456,0.48,0.6021,0.3559,0.3345,0.4917,0.3491,0.4609,0.4452,0.4711,0.3852,0.4905,0.5078
51.0,Female,62.7,1.73,198.0,140.0,50.0,1.98,1656.0,Strength,18.2,3.6,4.0,Intermediate,33.87,18,0.6289,0.6279,0.8168,0.783,0.2072,0.5308,0.5407,0.3603,0.456,0.6155,0.6073,0.3717,0.6444,0.6158
34.0,Male,76.4,1.84,164.0,161.0,69.0,1.2,978.0,Cardio,17.0,3.0,3.0,Beginner,21.69,15,0.6497,0.4959,0.5011,0.6309,0.2115,0.5211,0.5713,0.2495,0.4128,0.5023,0.4724,0.3443,0.4803,0.4324
52.0,Male,54.7,1.93,193.0,135.0,62.0,2.0,416.0,Cardio,31.9,3.2,2.0,Intermediate,34.32,23,0.7642,0.786,0.7939,0.7155,0.187,0.3381,0.6862,0.346,0.371,0.6988,0.6516,0.2952,0.7073,0.5667
18.0,Female,49.0,1.72,190.0,153.0,60.0,0.72,862.0,Hiit,24.4,2.8,4.0,Advanced,17.26,17,0.81,0.84,0.8796,0.9732,0.0503,0.2698,0.7713,0.0656,0.1287,0.8068,0.7741,0.1215,0.7968,0.4881
30.0,Male,46.3,1.59,166.0,133.0,54.0,1.33,1001.0,Strength,23.8,2.2,2.0,Intermediate,17.74,19,0.6273,0.7779,0.6252,0.6591,0.1857,0.2415,0.6732,0.1728,0.3035,0.632,0.635,0.2143,0.634,0.4716
35.0,Female,68.2,1.7,178.0,137.0,52.0,2.0,1181.0,Hiit,23.5,3.3,3.0,Intermediate,31.92,27,0.6767,0.6453,0.7164,0.5606,0.3293,0.3792,0.537,0.3805,0.4751,0.5716,0.5914,0.379,0.62,0.601
36.0,Female,85.1,1.67,184.0,131.0,53.0,1.03,608.0,Yoga,19.7,2.1,4.0,Intermediate,20.8,17,0.7456,0.7025,0.8626,0.7125,0.2742,0.207,0.6848,0.2202,0.2306,0.6847,0.695,0.2404,0.7012,0.5319
56.0,Female,63.7,1.74,161.0,158.0,65.0,1.94,1297.0,Yoga,28.6,3.2,3.0,Advanced,14.53,30,0.953,0.948,0.7241,0.7786,0.1336,0.3674,0.8856,0.1439,0.2991,0.8064,0.7368,0.2001,0.8358,0.6324
34.0,Male,40.0,1.68,183.0,167.0,64.0,1.45,1642.0,Yoga,28.2,2.3,3.0,Intermediate,17.03,22,0.7447,0.7768,0.6021,0.6689,0.1195,0.3784,0.6889,0.1747,0.3431,0.6518,0.6009,0.2318,0.6626,0.5081
56.0,Male,64.7,1.78,199.0,129.0,62.0,1.1,941.0,Hiit,11.5,2.4,3.0,Intermediate,13.72,14,0.6968,0.6451,0.711,0.7201,0.149,0.1277,0.6251,0.1666,0.2149,0.6373,0.6315,0.1805,0.656,0.4747
28.0,Male,56.5,1.73,198.0,136.0,74.0,1.23,991.0,Strength,14.5,3.6,5.0,Beginner,13.82,12,0.5556,0.6401,0.487,0.7051,0.3808,0.3852,0.5798,0.2644,0.3235,0.5324,0.5027,0.3361,0.5758,0.4943
18.0,Male,56.9,1.74,180.0,149.0,59.0,0.89,1441.0,Cardio,22.0,3.2,2.0,Intermediate,19.82,22,0.8117,0.7439,0.7952,0.6283,0.2092,0.3401,0.6888,0.2594,0.2795,0.68,0.6755,0.2657,0.6402,0.4152
18.0,Male,115.8,1.68,177.0,150.0,74.0,1.11,629.0,Strength,24.2,3.6,5.0,Intermediate,20.56,25,0.8408,0.8216,0.726,0.5976,0.1285,0.2765,0.7683,0.1961,0.2353,0.7071,0.6765,0.1994,0.7424,0.5699
45.0,Male,46.0,1.76,165.0,135.0,69.0,1.05,1121.0,Yoga,24.0,1.5,5.0,Intermediate,28.92,17,0.6345,0.8459,0.7681,0.5903,0.2034,0.1986,0.6078,0.3091,0.2133,0.6591,0.6128,0.2307,0.7119,0.5487
47.0,Female,46.9,1.91,162.0,145.0,53.0,1.17,733.0,Hiit,23.8,1.5,3.0,Intermediate,14.88,18,0.748,0.6573,0.8522,0.6891,0.1455,0.1383,0.6978,0.1796,0.2701,0.6792,0.6613,0.1927,0.6836,0.5385
49.0,Male,110.8,1.62,162.0,169.0,59.0,1.34,1783.0,Cardio,11.5,1.7,4.0,Intermediate,21.26,24,0.745,0.7071,0.7277,0.696,0.18,0.4726,0.6602,0.2106,0.3393,0.6481,0.6002,0.2829,0.6558,0.5412
19.0,Male,97.4,1.75,173.0,144.0,56.0,1.27,917.0,Hiit,27.1,3.2,4.0,Intermediate,28.45,16,0.8543,0.8555,0.7496,0.7227,0.1817,0.2448,0.7766,0.1978,0.2249,0.7455,0.7258,0.2019,0.7703,0.5727
42.0,Male,117.7,1.71,198.0,149.0,74.0,0.89,943.0,Cardio,23.7,1.8,4.0,Beginner,26.89,14,0.6011,0.632,0.514,0.6138,0.4109,0.3987,0.5605,0.4017,0.294,0.5228,0.4622,0.3839,0.5329,0.394
24.0,,91.2,1.66,167.0,129.0,60.0,1.27,314.0,Hiit,30.8,3.4,5.0,Beginner,21.76,14,0.7186,0.5011,0.5602,0.4625,0.2419,0.5684,0.5597,0.3349,0.4752,0.4923,0.4874,0.3958,0.5107,0.5031
28.0,Male,51.1,1.66,161.0,154.0,65.0,0.86,944.0,Hiit,31.1,3.3,5.0,Intermediate,19.67,14,0.7698,0.7623,0.7672,0.7648,0.2496,0.3232,0.711,0.2492,0.1955,0.6973,0.6815,0.2549,0.7169,0.5419
18.0,Male,79.0,1.64,191.0,150.0,74.0,1.37,1741.0,Yoga,16.9,1.9,4.0,Beginner,30.73,18,0.35,0.5141,0.6474,0.5747,0.4123,0.6361,0.3636,0.4155,0.4719,0.421,0.3578,0.4743,0.4242,0.434
44.0,Female,65.0,1.57,165.0,168.0,70.0,1.02,1232.0,Cardio,27.9,3.6,3.0,Beginner,32.75,17,0.6929,0.5965,0.5788,0.5538,0.488,0.4894,0.5394,0.5252,0.4067,0.5204,0.4811,0.4788,0.5084,0.4127
24.0,Male,86.3,1.71,191.0,150.0,50.0,1.33,1166.0,Yoga,33.3,1.8,3.0,Beginner,18.7,18,0.5551,0.5235,0.4471,0.7196,0.3086,0.5538,0.5214,0.2435,0.3971,0.484,0.4637,0.3682,0.474,0.4139
39.0,Male,43.3,1.68,184.0,128.0,51.0,1.5,712.0,Cardio,13.2,1.5,2.0,Intermediate,17.06,15,0.6321,0.7066,0.748,0.8771,0.2756,0.4518,0.7055,0.1788,0.3269,0.6623,0.6173,0.2913,0.6321,0.4553
52.0,Male,40.0,1.71,165.0,157.0,74.0,1.64,1001.0,Hiit,18.6,2.8,4.0,Intermediate,17.27,23,0.5837,0.5499,0.7436,0.8078,0.3392,0.5255,0.5589,0.285,0.4576,0.5704,0.5278,0.389,0.5915,0.5614
24.0,,62.8,1.68,177.0,163.0,53.0,2.0,1005.0,Hiit,25.9,2.9,4.0,Beginner,19.91,14,0.497,0.6419,0.6404,0.4209,0.4539,0.7213,0.5107,0.4453,0.6124,0.4682,0.4613,0.519,0.488,0.5808
59.0,Female,72.8,1.65,172.0,165.0,55.0,1.17,1104.0,Hiit,15.4,3.4,3.0,Beginner,14.86,9,0.4682,0.471,0.6926,0.6638,0.2164,0.3505,0.4616,0.2011,0.4033,0.4946,0.5261,0.2979,0.4813,0.488
29.0,Female,65.0,1.77,194.0,152.0,66.0,1.34,715.0,Hiit,25.2,1.8,2.0,Beginner,23.25,9,0.6227,0.5492,0.6152,0.6499,0.2774,0.5615,0.5379,0.2572,0.4434,0.5259,0.4673,0.3704,0.4825,0.3865
46.0,Female,61.2,1.79,190.0,157.0,72.0,1.05,947.0,Strength,22.6,2.5,3.0,Beginner,17.28,12,0.5146,0.5072,0.5028,0.4719,0.4457,0.3418,0.4976,0.4088,0.3674,0.4363,0.431,0.4068,0.447,0.4035
27.0,Female,63.3,1.9,183.0,148.0,67.0,0.58,933.0,Hiit,20.0,3.2,4.0,Intermediate,22.45,17,0.6613,0.8016,0.6527,0.8208,0.2348,0.1945,0.7035,0.177,0.1959,0.6825,0.6901,0.1999,0.6912,0.447
40.0,Female,95.3,1.86,171.0,130.0,67.0,1.46,796.0,\Nstrength,10.0,2.0,4.0,Beginner,22.23,13,0.6015,0.6193,0.535,0.5657,0.3021,0.6556,0.56,0.3453,0.4372,0.5081,0.4436,0.4139,0.5071,0.4543
35.0,Male,124.8,1.75,176.0,161.0,59.0,1.2,1240.0,Yoga,10.0,3.3,3.0,Intermediate,28.03,20,0.6329,0.6582,0.6789,0.7875,0.3098,0.3957,0.6468,0.3108,0.3308,0.6141,0.6132,0.3336,0.6103,0.4827
18.0,Male,75.4,1.97,177.0,136.0,67.0,0.76,1371.0,Hiit,29.7,3.1,2.0,Beginner,15.43,14,0.6218,0.69,0.519,0.394,0.3877,0.5983,0.5686,0.3824,0.4186,0.497,0.4504,0.4251,0.4409,0.2719
46.0,Male,49.8,1.91,160.0,146.0,65.0,2.0,1009.0,Hiit,29.4,3.0,3.0,Advanced,12.84,24,0.8105,0.849,0.787,0.9076,0.1343,0.3207,0.8097,0.1244,0.2764,0.7779,0.7211,0.1916,0.8096,0.6433
18.0,Male,61.0,1.67,163.0,139.0,70.0,1.22,361.0,Strength,27.4,3.4,2.0,Advanced,17.17,18,0.99,0.8969,0.9494,0.7555,0.067,0.1271,0.8962,0.0803,0.1781,0.8532,0.8136,0.1033,0.8368,0.5366
47.0,Male,100.2,1.67,196.0,151.0,73.0,1.48,953.0,,24.5,3.2,3.0,Beginner,26.79,13,0.4186,0.4873,0.409,0.4187,0.3618,0.4179,0.3753,0.4338,0.52,0.3716,0.3887,0.4334,0.4062,0.4415
33.0,Female,73.0,1.69,196.0,135.0,67.0,1.93,881.0,Yoga,10.0,2.2,2.0,Intermediate,23.54,25,0.7843,0.7336,0.7802,0.8603,0.1558,0.3513,0.7278,0.1588,0.3429,0.718,0.661,0.2349,0.7138,0.5514
30.0,Male,88.2,1.72,191.0,155.0,54.0,1.28,911.0,Strength,27.2,2.2,4.0,Advanced,15.42,24,0.8049,0.8176,0.8485,0.821,0.1347,0.3286,0.7693,0.1202,0.1982,0.7582,0.7214,0.1834,0.7758,0.5593
34.0,Female,61.7,1.81,183.0,141.0,72.0,0.98,1443.0,Hiit,31.4,2.6,4.0,Advanced,20.6,26,0.7399,0.8736,0.9168,0.7988,0.1407,0.256,0.7392,0.1706,0.1525,0.7689,0.7347,0.1731,0.7793,0.5226
30.0,Male,45.4,1.73,197.0,151.0,50.0,1.27,1200.0,Cardio,23.1,3.6,4.0,Advanced,17.33,30,0.9127,0.8226,0.8717,0.7856,0.056,0.271,0.8511,0.1551,0.2344,0.7964,0.7982,0.1676,0.8108,0.5891
30.0,Male,40.0,1.87,186.0,140.0,56.0,1.57,848.0,,26.6,2.6,5.0,Beginner,12.87,17,0.6176,0.536,0.456,0.492,0.4811,0.6272,0.5223,0.4163,0.5346,0.4467,0.4136,0.4972,0.4925,0.5055
22.0,Male,129.9,1.62,185.0,141.0,52.0,1.62,571.0,Strength,27.2,1.8,4.0,Intermediate,12.32,16,0.8592,0.5874,0.6207,0.7145,0.224,0.2314,0.7187,0.1901,0.3996,0.6379,0.6079,0.2605,0.6926,0.5849
53.0,Female,71.9,2.0,191.0,161.0,74.0,1.6,1286.0,Cardio,29.0,3.7,5.0,Intermediate,12.32,23,0.8447,0.6728,0.6467,0.7218,0.1345,0.349,0.7124,0.1773,0.3815,0.6636,0.6073,0.2466,0.7188,0.6125
44.0,Female,115.6,1.5,186.0,145.0,55.0,1.65,1075.0,Hiit,25.1,3.5,2.0,Beginner,18.41,18,0.7376,0.6919,0.6442,0.5365,0.4547,0.5731,0.6113,0.3884,0.4597,0.5712,0.557,0.4446,0.5478,0.4658
26.0,Female,64.7,1.61,197.0,137.0,74.0,1.48,1088.0,Hiit,25.1,2.2,5.0,Intermediate,24.23,24,0.5944,0.8309,0.5896,0.775,0.1704,0.4502,0.6478,0.1562,0.2768,0.6422,0.5766,0.2379,0.6883,0.5393
52.0,Male,58.2,1.71,182.0,161.0,50.0,1.49,1364.0,Hiit,28.7,3.5,3.0,Intermediate,21.89,25,0.8103,0.7566,0.7526,0.8288,0.2565,0.2534,0.794,0.181,0.2903,0.7258,0.7525,0.237,0.7359,0.5913
49.0,Male,53.8,1.81,185.0,169.0,71.0,1.56,1345.0,Strength,25.3,2.4,4.0,Intermediate,19.34,22,0.6212,0.8358,0.717,0.7015,0.1632,0.483,0.6401,0.2041,0.3218,0.6565,0.5948,0.2633,0.6746,0.5568
26.0,Female,63.6,1.77,173.0,145.0,55.0,1.29,1586.0,Strength,18.9,2.8,3.0,Beginner,22.45,10,0.6997,0.6955,0.4151,0.7464,0.2835,0.4736,0.6759,0.2337,0.3211,0.5842,0.5628,0.3143,0.5756,0.444
41.0,Female,65.7,1.57,170.0,169.0,71.0,1.13,708.0,Yoga,26.5,1.9,5.0,Beginner,12.32,14,0.5467,0.6581,0.7267,0.6457,0.3535,0.66,0.612,0.3515,0.4135,0.5599,0.4456,0.422,0.5432,0.4789
59.0,Female,65.5,1.78,168.0,139.0,56.0,1.26,505.0,Strength,22.8,2.0,2.0,Intermediate,28.6,19,0.7147,0.7969,0.8307,0.8424,0.1595,0.2591,0.7243,0.2288,0.2477,0.7316,0.6918,0.2178,0.7045,0.4856
28.0,Female,40.0,1.81,194.0,164.0,57.0,1.57,1070.0,Yoga,21.3,3.4,3.0,Beginner,37.33,19,0.2959,0.5781,0.6645,0.2833,0.3123,0.5979,0.2777,0.593,0.5687,0.3763,0.3835,0.503,0.3813,0.4634
48.0,Male,40.0,1.67,169.0,168.0,57.0,2.0,833.0,Strength,17.8,2.2,3.0,Advanced,12.32,22,0.9393,0.9387,0.9013,0.8827,0.0913,0.2526,0.844,0.0717,0.249,0.855,0.7841,0.1383,0.886,0.6863
54.0,Female,76.8,1.79,189.0,132.0,64.0,1.32,815.0,Strength,20.7,2.1,4.0,Beginner,20.66,16,0.5193,0.513,0.4377,0.4631,0.2609,0.4306,0.4512,0.3535,0.453,0.4266,0.4242,0.374,0.4603,0.4517
26.0,Female,92.4,1.59,165.0,169.0,55.0,1.49,1783.0,Hiit,24.9,1.5,4.0,Intermediate,22.09,23,0.8615,0.5703,0.8221,0.6584,0.0983,0.3754,0.728,0.1848,0.4138,0.6611,0.6219,0.2601,0.6703,0.6003
28.0,Male,88.5,1.64,160.0,163.0,50.0,1.25,1190.0,Cardio,31.7,3.2,3.0,Beginner,26.98,15,0.6116,0.4454,0.435,0.5514,0.3902,0.6032,0.4947,0.3773,0.4688,0.4304,0.4437,0.4572,0.4211,0.4256
52.0,Female,54.3,1.73,185.0,137.0,57.0,2.0,1783.0,Yoga,20.5,3.1,3.0,Intermediate,22.75,29,0.6748,0.5767,0.7247,0.8692,0.1278,0.3281,0.6289,0.1456,0.4395,0.6347,0.6514,0.2495,0.6628,0.6196
23.0,Male,71.2,1.56,170.0,140.0,68.0,0.79,1014.0,Yoga,21.8,3.5,4.0,Beginner,13.25,8,0.5354,0.5273,0.7151,0.4762,0.351,0.3618,0.4668,0.3669,0.4053,0.486,0.4893,0.3782,0.4847,0.4326
26.0,Female,64.1,1.68,190.0,168.0,55.0,1.35,1175.0,Strength,28.1,3.4,2.0,Intermediate,39.84,14,0.5412,0.7332,0.7736,0.5337,0.3157,0.5777,0.496,0.5511,0.3861,0.5605,0.5299,0.4444,0.533,0.4232
18.0,Female,45.3,1.75,190.0,169.0,69.0,0.82,808.0,Cardio,28.4,3.7,2.0,Advanced,26.5,21,0.7083,0.9221,0.7492,0.8053,0.0944,0.3221,0.7441,0.1719,0.1222,0.7472,0.7259,0.1657,0.7133,0.4081
21.0,Female,76.0,1.72,196.0,160.0,73.0,1.51,1306.0,Strength,28.8,3.5,3.0,Advanced,12.32,27,0.8127,0.7757,0.9063,0.8383,0.0488,0.177,0.7641,0.1269,0.2713,0.7737,0.7348,0.1488,0.7909,0.5889
41.0,Female,40.0,1.69,192.0,138.0,66.0,0.95,1556.0,Yoga,26.0,2.6,4.0,Beginner,19.94,16,0.6658,0.5382,0.6505,0.3853,0.3464,0.5873,0.5516,0.3667,0.4539,0.4863,0.4491,0.4283,0.4673,0.3943
30.0,Male,129.9,1.78,189.0,120.0,74.0,1.51,828.0,Yoga,20.0,1.5,2.0,Beginner,30.83,15,0.4249,0.4658,0.4461,0.6365,0.2555,0.3757,0.3975,0.3141,0.4696,0.4238,0.3757,0.3571,0.4301,0.3826
27.0,Female,62.9,1.73,187.0,157.0,54.0,0.99,569.0,Strength,27.9,2.4,4.0,Beginner,28.52,14,0.5171,0.6676,0.5759,0.5457,0.4743,0.3899,0.5376,0.4637,0.3411,0.5088,0.5122,0.4201,0.5247,0.4521
28.0,Male,69.3,1.99,183.0,154.0,62.0,1.97,827.0,Strength,14.4,1.5,4.0,Intermediate,18.72,26,0.8113,0.7352,0.8138,0.599,0.25,0.5195,0.7341,0.2598,0.4911,0.6695,0.5876,0.3445,0.694,0.6186
38.0,Male,60.6,1.81,170.0,159.0,71.0,1.45,577.0,Cardio,24.8,3.7,3.0,Advanced,13.74,30,0.9861,0.8365,0.8251,0.7829,0.1352,0.3229,0.8262,0.1455,0.2868,0.7958,0.736,0.2014,0.804,0.5637
59.0,Female,40.0,1.65,179.0,163.0,71.0,1.93,823.0,Cardio,23.4,3.4,3.0,Beginner,22.78,21,0.6238,0.5855,0.6364,0.4923,0.3161,0.4218,0.533,0.3333,0.4812,0.5158,0.5119,0.377,0.5409,0.5825
33.0,Female,56.6,2.0,173.0,131.0,71.0,1.65,680.0,,24.1,1.9,3.0,Intermediate,37.62,25,0.5754,0.7981,0.643,0.573,0.3171,0.5883,0.5597,0.4988,0.3821,0.5761,0.4699,0.4241,0.5871,0.4521
27.0,Female,75.2,1.96,172.0,132.0,61.0,1.22,829.0,Hiit,14.9,2.7,3.0,Beginner,21.52,14,0.3958,0.5237,0.6573,0.5214,0.3422,0.2896,0.4179,0.3623,0.3941,0.4531,0.5037,0.3589,0.4646,0.4718
25.0,Male,42.2,1.82,185.0,140.0,56.0,0.86,373.0,Strength,17.9,3.5,4.0,Intermediate,29.27,18,0.7668,0.6361,0.7795,0.7978,0.1751,0.4259,0.6431,0.2029,0.33,0.6608,0.6464,0.2757,0.6463,0.457
29.0,Female,57.0,1.7,168.0,160.0,61.0,0.74,976.0,Yoga,17.7,2.8,4.0,Advanced,12.32,17,0.9403,0.8382,0.9511,0.9531,0.1099,0.1249,0.8501,0.1099,0.1144,0.8547,0.8098,0.1188,0.8563,0.545
49.0,Male,128.5,1.96,196.0,138.0,68.0,0.5,1165.0,Cardio,26.1,3.4,2.0,Beginner,22.89,8,0.5065,0.4677,0.4349,0.6679,0.4178,0.5428,0.4931,0.3174,0.4418,0.4377,0.4426,0.4277,0.3785,0.2264
28.0,Female,45.0,1.8,187.0,162.0,74.0,1.82,1395.0,Strength,23.2,2.7,4.0,Advanced,12.32,29,0.9552,0.7944,0.7393,0.8073,0.1515,0.3598,0.8158,0.1729,0.3354,0.7627,0.6691,0.2326,0.8098,0.6199
